compound,positive,neutral,negative,Date,tweets_ago,tweet,news source
0.624,0.157,0.843,0.0,Sun Jul 29 01:35:00 +0000 2018,15,"“My wife and I are deeply moved and deeply honored to be able to be there when we bring our boys home.”

SUNDAY:… https://t.co/hi08AwXlUT",Fox News
-0.2263,0.0,0.905,0.095,Sun Jul 29 01:43:03 +0000 2018,14,".@hogangidley45 on @POTUS' speech to steelworkers: ""I watched the tears stream down the faces of grown men...who to… https://t.co/YhtjzvJox0",Fox News
-0.3182,0.0,0.839,0.161,Sun Jul 29 01:57:45 +0000 2018,13,"Lawmakers struggle to decode Trump's 'secret' to deal with Russia, North Korea https://t.co/B16umXIepR",Fox News
0.6486,0.346,0.654,0.0,Sun Jul 29 02:09:33 +0000 2018,12,Obama administration approved $200G grant to group with Al Qaeda ties https://t.co/BTXVxibbBT,Fox News
-0.5994,0.0,0.782,0.218,Sun Jul 29 02:17:35 +0000 2018,11,"OPINION: @AndyPuzder: China started the trade war, Trump is just trying to end it https://t.co/20kdeqXQkR",Fox News
0.0,0.0,1.0,0.0,Sun Jul 29 02:26:04 +0000 2018,10,"Mueller, Trump Jr. photographed waiting in same DC airport terminal https://t.co/m4lL2RuG9Y",Fox News
-0.6705,0.0,0.667,0.333,Sun Jul 29 02:36:30 +0000 2018,9,Officers killed in the line of duty in 2018 https://t.co/NpTaRDRbVM,Fox News
-0.1027,0.0,0.915,0.085,Sun Jul 29 02:45:26 +0000 2018,8,San Francisco train conductor reportedly warns riders to watch 'for needles' amid 'needle litter' epidemic. https://t.co/njhZ7OfitZ,Fox News
0.5423,0.179,0.821,0.0,Sun Jul 29 02:54:46 +0000 2018,7,".@POTUS will posthumously award the #MedalofHonor to Tech Sgt. John Chapman, the @WhiteHouse announced Friday. Sgt.… https://t.co/A3q4m3ODm9",Fox News
0.0,0.0,1.0,0.0,Sun Jul 29 03:12:59 +0000 2018,6,"Duck boat capsized amid fast-changing conditions on Missouri lake, NTSB says https://t.co/nqXeVxFGpm",Fox News
-0.3182,0.0,0.813,0.187,Sun Jul 29 03:25:59 +0000 2018,5,"Judge indicates Stormy Daniels' lawyer, Avenatti, unlikely to be gagged https://t.co/Y7KRPzMlsA",Fox News
0.0,0.0,1.0,0.0,Sun Jul 29 03:26:37 +0000 2018,4,".@JudgeJeanine: ""Americans elected the outsider businessman president. Why? To borrow a phrase from the man himself… https://t.co/nNEIAUn1BJ",Fox News
-0.25,0.0,0.9,0.1,Sun Jul 29 03:29:26 +0000 2018,3,Families with young children protest the separation of immigrant families with a sit-in at the Hart Senate Office B… https://t.co/1z40W9TSrB,Fox News
0.0,0.0,1.0,0.0,Sun Jul 29 03:41:57 +0000 2018,2,"Rep. John Lewis hospitalized, under 'routine observation' https://t.co/sP9hRyMREF",Fox News
-0.4215,0.258,0.385,0.357,Sun Jul 29 03:54:25 +0000 2018,1,Boy battling cancer granted wish to be firefighter for a day https://t.co/7WQRL5YcBR,Fox News
0.0,0.0,1.0,0.0,Sat Jul 28 03:01:04 +0000 2018,100,"A Mexican journalist and his son are released from ICE custody, but questions linger about their detention… https://t.co/SJ3TaTax02",CNN
-0.2411,0.0,0.869,0.131,Sat Jul 28 03:16:07 +0000 2018,99,"A Democratic lawmaker says Michael Cohen is ""not a heroic figure"" but has credibility https://t.co/0sffmITo5e https://t.co/SxTFRDN297",CNN
0.0,0.0,1.0,0.0,Sat Jul 28 03:31:05 +0000 2018,98,A federal judge said she will appoint an independent monitor to keep tabs on the conditions migrant children are ke… https://t.co/kGe0MBpxOM,CNN
0.0,0.0,1.0,0.0,Sat Jul 28 03:46:07 +0000 2018,97,The list of potential witnesses in the Paul Manafort case reveals a road map for prosecutors https://t.co/QHuAYrV7Ik https://t.co/tuFtcQ2NV1,CNN
0.4522,0.129,0.871,0.0,Sat Jul 28 04:01:00 +0000 2018,96,This man built a floating bicycle so he could clean trash from a river in order to raise awareness about plastic po… https://t.co/ZAGzVq3xwZ,CNN
-0.802,0.0,0.647,0.353,Sat Jul 28 04:16:03 +0000 2018,95,"A police officer in Meridian, Mississippi, has been fired after using his stun gun against a handcuffed suspect dur… https://t.co/G4GvSWADJg",CNN
0.3612,0.122,0.878,0.0,Sat Jul 28 04:31:00 +0000 2018,94,"It’s like a real-life Iron Man. This flying suit was built using 3D printed parts, specialist electronics and five… https://t.co/XwLUla2rxR",CNN
0.0,0.0,1.0,0.0,Sat Jul 28 04:46:06 +0000 2018,93,The man who steered a duck boat on a Missouri lake as a thunderstorm approached is heard on video earlier as saying… https://t.co/W1YNaUPgZX,CNN
0.2263,0.091,0.909,0.0,Sat Jul 28 05:01:00 +0000 2018,92,"After years of research, scientists have confirmed that liquid water exists on Mars. This could allow humans to fur… https://t.co/6ZLOIYhSl1",CNN
-0.3804,0.0,0.861,0.139,Sat Jul 28 05:16:02 +0000 2018,91,"President Donald Trump's lawyer, Rudy Giuliani, substantially weakened his case against Michael Cohen by going back… https://t.co/Y0a9drtP0R",CNN
0.0,0.0,1.0,0.0,Sat Jul 28 05:31:00 +0000 2018,90,"Watch the moment thousands of sardines jumped out of the water in a fishing port in Taipei, Taiwan… https://t.co/V1NMAkim02",CNN
-0.25,0.0,0.882,0.118,Sat Jul 28 05:46:07 +0000 2018,89,"A church put Jesus in a cage to protest immigration policies. Now, he's been replaced with a mirror.… https://t.co/pn4m2Prf3H",CNN
-0.296,0.0,0.855,0.145,Sat Jul 28 06:01:04 +0000 2018,88,A zoo is accused of painting a donkey and passing it off as a zebra https://t.co/0btZwatCTC https://t.co/OcDMtXr0Fe,CNN
0.4404,0.172,0.828,0.0,Sat Jul 28 06:16:04 +0000 2018,87,Why it was such a good week in Trumpworld | By Frida Ghitis via @CNNOpinion https://t.co/uatVYIGCSt https://t.co/CZwSalCFp9,CNN
0.3182,0.103,0.897,0.0,Sat Jul 28 06:31:00 +0000 2018,86,"""A huge statue of Jeff Goldblum is not something you see in London every day."" A 25-foot, 330-pound statue of Goldb… https://t.co/f5cNhbiLBA",CNN
-0.2263,0.0,0.881,0.119,Sat Jul 28 07:01:05 +0000 2018,85,"'Recovering addict' secretly treats a table of EMTs to breakfast, bringing them to tears https://t.co/vf6bsVKLeH https://t.co/bA31f54hQ6",CNN
0.0,0.0,1.0,0.0,Sat Jul 28 07:31:00 +0000 2018,84,These are the world's largest planes (and other flying things) https://t.co/LtoidZbkgD https://t.co/g4RkalnuDI,CNN
0.0,0.0,1.0,0.0,Sat Jul 28 08:01:05 +0000 2018,83,The Trump administration wants to roll back the Endangered Species Act. These 10 animals might not be here today wi… https://t.co/1UbCn4PHjv,CNN
0.3182,0.108,0.892,0.0,Sat Jul 28 08:31:00 +0000 2018,82,This new NASA animation shows the dramatic increase of near-Earth objects. See how many asteroids and comets have c… https://t.co/4jvAElECg1,CNN
0.0,0.0,1.0,0.0,Sat Jul 28 09:01:02 +0000 2018,81,A 12-year-old boy who can't speak wrote a book with his eyes https://t.co/ezkAzVJHxS https://t.co/zVyrpeeSTc,CNN
0.4019,0.153,0.847,0.0,Sat Jul 28 09:31:00 +0000 2018,80,This Florida police officer helped a homeless man shave to help him land a job at a restaurant… https://t.co/S8WoHUjIxp,CNN
0.0,0.0,1.0,0.0,Sat Jul 28 10:01:08 +0000 2018,79,"Putin gave Trump a soccer ball during a news conference in Helsinki, Finland -- and the ball may have contained a t… https://t.co/ymLOQDzATT",CNN
-0.296,0.0,0.891,0.109,Sat Jul 28 10:31:00 +0000 2018,78,"No, this car wasn't split in half. It's Solo, an electric vehicle with one seat and three wheels.… https://t.co/U46hayemA6",CNN
0.3612,0.102,0.898,0.0,Sat Jul 28 11:01:06 +0000 2018,77,A new study supports what most dog owners already know: Your pup rushes to your side faster than usual if he or she… https://t.co/oeTrKdbvqO,CNN
0.5859,0.16,0.84,0.0,Sat Jul 28 11:31:00 +0000 2018,76,"The future of Sky Bars, NECCO wafers, and Sweethearts is in limbo after NECCO, the oldest American candy company, s… https://t.co/fSi9mMdxsj",CNN
0.0,0.0,1.0,0.0,Sat Jul 28 12:01:06 +0000 2018,75,"Three former US secretaries of state -- Madeleine Albright, Colin Powell and Hillary Clinton -- will appear togethe… https://t.co/aPaPwnjSVU",CNN
0.0,0.0,1.0,0.0,Sat Jul 28 12:31:00 +0000 2018,74,These aerial photos show human impact on Earth https://t.co/QuBdlOl8RA https://t.co/rDEhApQfLI,CNN
0.1027,0.18,0.667,0.153,Sat Jul 28 13:01:06 +0000 2018,73,Here's how to help the victims of the Greece wildfires https://t.co/FoxnJrBJ3C https://t.co/l1hrKpA1g2,CNN
-0.296,0.0,0.879,0.121,Sat Jul 28 13:15:03 +0000 2018,72,Family rushes to find two missing children and their great-grandmother as deadly Northern California wildfire grows… https://t.co/33yt2uJEiv,CNN
-0.872,0.0,0.681,0.319,Sat Jul 28 13:30:11 +0000 2018,71,A gunman killed two people at his Texas home before going to a nearby nursing home and killing two others and himse… https://t.co/DNCmg0q1VU,CNN
0.0,0.0,1.0,0.0,Sat Jul 28 13:31:01 +0000 2018,70,"This is Japan's art island, where the museums were custom-built to exhibit famous works https://t.co/sjvAj0BSK3 https://t.co/FNuwlSdW4c",CNN
0.0,0.0,1.0,0.0,Sat Jul 28 13:45:04 +0000 2018,69,Animation makes the impossible possible. Walt Disney knew it. Hanna &amp; Barbera knew it. And generations of animators… https://t.co/4Ookn4r2d4,CNN
0.0,0.0,1.0,0.0,Sat Jul 28 14:01:11 +0000 2018,68,Coke is raising soda prices because of aluminum tariffs https://t.co/kZtHUdYTna https://t.co/EaXz2BStIF,CNN
-0.0258,0.103,0.788,0.108,Sat Jul 28 14:10:06 +0000 2018,67,"Pope Francis has accepted the resignation of Cardinal Theodore McCarrick, who led the Archdiocese of Washington, af… https://t.co/fDQzRyRTUE",CNN
-0.6249,0.0,0.779,0.221,Sat Jul 28 14:20:09 +0000 2018,66,A frantic search is underway for a woman and two young children who went missing this week as a deadly wildfire rea… https://t.co/VVB1CCqhWM,CNN
-0.4215,0.0,0.872,0.128,Sat Jul 28 14:30:10 +0000 2018,65,"A teen broke into a home in California shortly after midnight and woke a sleeping couple to ask to use their Wi-Fi,… https://t.co/c6wnEFWInG",CNN
-0.5106,0.079,0.705,0.216,Sat Jul 28 14:40:06 +0000 2018,64,"The United Nations has verified 7,000 cases of children either killed or maimed in Syria's seven-year war, but says… https://t.co/FMQrLbzl2p",CNN
0.0,0.0,1.0,0.0,Sat Jul 28 14:51:00 +0000 2018,63,"""The Brady Bunch"" house, the classic split-level scene for nearly every episode of the hit TV show, is now on the m… https://t.co/BKEkacqQtv",CNN
0.0,0.0,1.0,0.0,Sat Jul 28 15:03:16 +0000 2018,62,"The longest total lunar eclipse of the century concluded Friday night, showcasing a blood moon for most of the East… https://t.co/6A06j2CH3N",CNN
0.0,0.0,1.0,0.0,Sat Jul 28 15:10:04 +0000 2018,61,Demi Lovato remains in the hospital following an apparent drug overdose at her home on Tuesday… https://t.co/qxU3vvduIv,CNN
0.0,0.0,1.0,0.0,Sat Jul 28 15:22:35 +0000 2018,60,A 12-year-old boy who can't speak wrote a book with his eyes https://t.co/eBAdQUz4AR https://t.co/rpWg9UT3ly,CNN
-0.2263,0.0,0.881,0.119,Sat Jul 28 15:33:12 +0000 2018,59,"'Recovering addict' secretly treats a table of EMTs to breakfast, bringing them to tears https://t.co/SQi6Mr5fKi https://t.co/yuBxc34RzI",CNN
-0.2732,0.0,0.896,0.104,Sat Jul 28 15:41:08 +0000 2018,58,"How a small-town French psychic became the face -- and, her family says, a victim -- of a $200 million scam… https://t.co/ta3MY4ZMmg",CNN
-0.3612,0.132,0.62,0.248,Sat Jul 28 15:53:51 +0000 2018,57,"Growing homophobia will fuel the HIV epidemic, experts fear https://t.co/aCsZoWXygT",CNN
0.0,0.0,1.0,0.0,Sat Jul 28 16:01:18 +0000 2018,56,"Ximena Barreto, a far-right pundit appointed to a communications post at the Department of Health and Human Service… https://t.co/S0qGNi2sBV",CNN
-0.3818,0.0,0.776,0.224,Sat Jul 28 16:17:13 +0000 2018,55,"Inside Alaska's battles over land, sea and life https://t.co/JC4yFR3jCS https://t.co/zMCJ60lY97",CNN
0.4019,0.137,0.863,0.0,Sat Jul 28 16:37:54 +0000 2018,54,Eric Holder says he's interested in being president. And he thinks he has what it takes. https://t.co/xZUmQKJvig https://t.co/7GiWKLxc3N,CNN
-0.4404,0.0,0.873,0.127,Sat Jul 28 16:41:19 +0000 2018,53,"""I think a lot of people are tired of hearing ... the adults talk"": NBA star Carmelo Anthony tells @VanJones68 that… https://t.co/qV0YO4kvnW",CNN
0.0772,0.061,0.939,0.0,Sat Jul 28 16:55:03 +0000 2018,52,"We haven't seen their faces. We don't know their names. We only know a number: 711.

That's how many immigrant kids… https://t.co/LohivJ3I11",CNN
0.3182,0.103,0.897,0.0,Sat Jul 28 16:57:05 +0000 2018,51,"Listen to the soothing sounds of the sun. Scientists mapped vibrations that form the ""low, pulsing hum of our star'… https://t.co/5BvhTJjD4x",CNN
0.0,0.0,1.0,0.0,Sat Jul 28 17:00:07 +0000 2018,50,"Women turned out in force in Pakistan's general election this week, shoving aside often decades of patriarchy and t… https://t.co/i8yP6960f1",CNN
0.0,0.0,1.0,0.0,Sat Jul 28 17:10:06 +0000 2018,49,What was meant to be a celebratory tour of the Midwest on Thursday turned sour for President Trump when he learned… https://t.co/75MstTZIJ7,CNN
-0.4767,0.0,0.846,0.154,Sat Jul 28 17:20:07 +0000 2018,48,"A North Miami Beach police officer arrested after allegedly kicking a pregnant woman in the stomach has been fired,… https://t.co/BFoRa5Kgo1",CNN
0.0,0.0,1.0,0.0,Sat Jul 28 17:30:14 +0000 2018,47,"2018 is on pace to be the fourth hottest year on record, according to data from the National Oceanic and Atmospheri… https://t.co/GbLcnbvugi",CNN
-0.5574,0.0,0.859,0.141,Sat Jul 28 17:40:09 +0000 2018,46,"Disney has announced the cast for 'Star Wars: Episode IX,' the next chapter from the galaxy far, far away -- and it… https://t.co/gO7K2xE0RB",CNN
-0.8137,0.0,0.655,0.345,Sat Jul 28 17:50:02 +0000 2018,45,"""She doesn't want to let go."" A mourning orca mom carried her dead baby for days through the ocean… https://t.co/TxjQGR3SqJ",CNN
-0.0258,0.103,0.788,0.108,Sat Jul 28 18:07:54 +0000 2018,44,"Pope Francis has accepted the resignation of Cardinal Theodore McCarrick, who led the Archdiocese of Washington, af… https://t.co/JTA4MctcKE",CNN
-0.34,0.0,0.876,0.124,Sat Jul 28 18:20:06 +0000 2018,43,"Northern California's deadly Carr Fire nearly doubled in size to 80,906 acres Saturday as authorities searched for… https://t.co/RRihhtpoFo",CNN
-0.4215,0.0,0.872,0.128,Sat Jul 28 18:30:09 +0000 2018,42,"A teen broke into a home in California shortly after midnight and woke a sleeping couple to ask to use their Wi-Fi,… https://t.co/EdschoVQ38",CNN
-0.3612,0.0,0.894,0.106,Sat Jul 28 18:40:08 +0000 2018,41,Police have responded to at least 125 calls in the past five years alleging sex offenses at shelters that house imm… https://t.co/lhLLoEX2Yh,CNN
0.0,0.0,1.0,0.0,Sat Jul 28 18:50:04 +0000 2018,40,A 12-year-old boy who can't speak wrote a book with his eyes https://t.co/UarTSHuzDK https://t.co/2VoD2UvWec,CNN
0.0,0.0,1.0,0.0,Sat Jul 28 19:00:06 +0000 2018,39,"Ximena Barreto, a far-right pundit appointed to a communications post at the Department of Health and Human Service… https://t.co/urTSAb24tb",CNN
-0.5106,0.079,0.705,0.216,Sat Jul 28 19:10:04 +0000 2018,38,"The United Nations has verified 7,000 cases of children either killed or maimed in Syria's seven-year war, but says… https://t.co/8jwUWDt4xx",CNN
-0.296,0.0,0.891,0.109,Sat Jul 28 19:20:00 +0000 2018,37,"No, this car wasn't split in half. It's Solo, an electric vehicle with one seat and three wheels.… https://t.co/cvsErskJpc",CNN
-0.6908,0.0,0.711,0.289,Sat Jul 28 19:20:10 +0000 2018,36,"Citing possible fraud, Michigan State University has stopped making payments from a fund established to financially… https://t.co/jv1iP3Zb5b",CNN
0.5859,0.16,0.84,0.0,Sat Jul 28 19:30:00 +0000 2018,35,"The future of Sky Bars, NECCO wafers, and Sweethearts is in limbo after NECCO, the oldest American candy company, s… https://t.co/NjGC2Kg0JY",CNN
-0.802,0.0,0.647,0.353,Sat Jul 28 19:30:05 +0000 2018,34,"A police officer in Meridian, Mississippi, has been fired after using his stun gun against a handcuffed suspect dur… https://t.co/pwgUkl3etL",CNN
0.0,0.0,1.0,0.0,Sat Jul 28 19:40:04 +0000 2018,33,An unknown prankster put a Putin portrait in Colorado's state Capitol where Trump's would be https://t.co/VXgLFSbIBj https://t.co/rMFoEvn3lo,CNN
-0.5994,0.0,0.754,0.246,Sat Jul 28 19:50:06 +0000 2018,32,Hundreds of Idaho inmates exploited a vulnerability in their personal tablets and gave themselves thousands of doll… https://t.co/ZrzaS4mozq,CNN
-0.4404,0.0,0.854,0.146,Sat Jul 28 20:00:09 +0000 2018,31,"20 times that Trump and his allies denied he knew of the 2016 Trump Tower meeting 
https://t.co/wdPEBgQNmo https://t.co/OeggNdH0zv",CNN
0.4939,0.171,0.762,0.067,Sat Jul 28 20:10:04 +0000 2018,30,California's Supreme Court ruled that employers must pay workers for the time they spend completing off-the-clock t… https://t.co/eSheFSoryT,CNN
0.5859,0.174,0.826,0.0,Sat Jul 28 20:20:00 +0000 2018,29,"Queen Elizabeth II *loves* horses. 

She rides them every weekend, is a successful race horse owner, and makes cert… https://t.co/5WpnbhxMEM",CNN
-0.2732,0.0,0.896,0.104,Sat Jul 28 20:30:04 +0000 2018,28,"How a small-town French psychic became the face -- and, her family says, a victim -- of a $200 million scam… https://t.co/jBPxNMWu8X",CNN
0.4215,0.141,0.859,0.0,Sat Jul 28 21:01:57 +0000 2018,27,"NBA star Carmelo Anthony, whose father is Puerto Rican, tells @VanJones68 that the United States government ""comple… https://t.co/qpxKW9wmJy",CNN
0.0,0.0,1.0,0.0,Sat Jul 28 21:10:00 +0000 2018,26,"""I've been waiting my whole life to find my mother"": An American woman who was separated from her family as a newbo… https://t.co/XRk2XPufHr",CNN
-0.5106,0.079,0.705,0.216,Sat Jul 28 21:11:53 +0000 2018,25,"The United Nations has verified 7,000 cases of children either killed or maimed in Syria's seven-year war, but says… https://t.co/kBPcNAhd1S",CNN
-0.7717,0.0,0.66,0.34,Sat Jul 28 21:20:04 +0000 2018,24,"The terminally ill should be allowed to die, Robert Klitzman writes for @CNNopinion https://t.co/dmpkpieDeE https://t.co/9uydnLM5ee",CNN
-0.2263,0.17,0.622,0.207,Sat Jul 28 21:30:11 +0000 2018,23,An Egyptian court on Saturday sentenced 75 people to death for participating in a 2013 demonstration in support of… https://t.co/8uRg3PudMQ,CNN
0.0,0.0,1.0,0.0,Sat Jul 28 21:40:03 +0000 2018,22,Why travel is the ultimate test of a relationship https://t.co/8nFwSMjsOj,CNN
0.3182,0.113,0.887,0.0,Sat Jul 28 21:45:00 +0000 2018,21,This NASA animation shows the dramatic increase of near-Earth objects. See how many asteroids and comets have come… https://t.co/Glff4osObz,CNN
0.0,0.0,1.0,0.0,Sat Jul 28 21:50:06 +0000 2018,20,A 12-year-old boy who can't speak wrote a book with his eyes https://t.co/kFJcL2mvBC https://t.co/SJ2nbQI8Wn,CNN
-0.8481,0.0,0.595,0.405,Sat Jul 28 22:00:13 +0000 2018,19,Gun control groups lost an emergency bid to block a Texas organization from posting instructions to 3-D print a gun… https://t.co/T9WXZ4sTzh,CNN
-0.6908,0.0,0.711,0.289,Sat Jul 28 22:20:06 +0000 2018,18,"Citing possible fraud, Michigan State University has stopped making payments from a fund established to financially… https://t.co/FLD9W9sjYm",CNN
-0.802,0.0,0.647,0.353,Sat Jul 28 22:40:02 +0000 2018,17,"A police officer in Meridian, Mississippi, has been fired after using his stun gun against a handcuffed suspect dur… https://t.co/bXiUABDFik",CNN
-0.4404,0.0,0.854,0.146,Sat Jul 28 23:00:08 +0000 2018,16,"20 times that Trump and his allies denied he knew of the 2016 Trump Tower meeting 
https://t.co/oQtMns1opu https://t.co/B9WQrDLTpM",CNN
0.4215,0.141,0.859,0.0,Sat Jul 28 23:32:30 +0000 2018,15,"The United States government ""completely turned their back"" on Puerto Rico after Hurricane Maria, NBA star Carmelo… https://t.co/BHgNQ5w22A",CNN
-0.4404,0.0,0.873,0.127,Sat Jul 28 23:45:00 +0000 2018,14,"""I think a lot of people are tired of hearing ... the adults talk"": On #VanJonesShow, NBA star Carmelo Anthony tell… https://t.co/iLOAONVNMm",CNN
0.0,0.0,1.0,0.0,Sun Jul 29 00:00:01 +0000 2018,13,"Meet the three Democrat women who are all ""elevating one another"" by working together to run for Democratic house s… https://t.co/kXZDKQKJk3",CNN
-0.3612,0.132,0.62,0.248,Sun Jul 29 00:20:07 +0000 2018,12,"Growing homophobia will fuel the HIV epidemic, experts fear https://t.co/5aVw35UywI",CNN
0.0,0.0,1.0,0.0,Sun Jul 29 00:40:04 +0000 2018,11,"Ximena Barreto, a far-right pundit appointed to a communications post at the Department of Health and Human Service… https://t.co/H6EG3ArFc3",CNN
-0.3818,0.0,0.776,0.224,Sun Jul 29 01:00:15 +0000 2018,10,"Inside Alaska's battles over land, sea and life https://t.co/HhWAA0LcEI https://t.co/v3D18bp3fc",CNN
0.4019,0.137,0.863,0.0,Sun Jul 29 01:20:04 +0000 2018,9,Eric Holder says he's interested in being president. And he thinks he has what it takes. https://t.co/g40sNBLoot https://t.co/de8cONQfPy,CNN
0.0772,0.061,0.939,0.0,Sun Jul 29 01:40:01 +0000 2018,8,"We haven't seen their faces. We don't know their names. We only know a number: 711.

That's how many immigrant kids… https://t.co/bxS9VpMgqe",CNN
0.0,0.0,1.0,0.0,Sun Jul 29 02:00:16 +0000 2018,7,"Women turned out in force in Pakistan's general election this week, shoving aside often decades of patriarchy and t… https://t.co/ZbhbdD3Cdz",CNN
0.4215,0.113,0.887,0.0,Sun Jul 29 02:20:10 +0000 2018,6,Did you know The Flintstones was the 1st animated series to air in primetime? +1 if you know the popular sitcom man… https://t.co/IBeY1uLsKI,CNN
0.0,0.0,1.0,0.0,Sun Jul 29 02:40:05 +0000 2018,5,"2018 is on pace to be the fourth hottest year on record, according to data from the National Oceanic and Atmospheri… https://t.co/L1oeSTpdbf",CNN
-0.4767,0.0,0.846,0.154,Sun Jul 29 03:00:10 +0000 2018,4,"A North Miami Beach police officer arrested after allegedly kicking a pregnant woman in the stomach has been fired,… https://t.co/p4GTp8N3O4",CNN
-0.8137,0.0,0.655,0.345,Sun Jul 29 03:30:03 +0000 2018,3,"""She doesn't want to let go."" A mourning orca mom carried her dead baby for days through the ocean… https://t.co/M6DrUJMT15",CNN
-0.2732,0.0,0.896,0.104,Sun Jul 29 03:45:07 +0000 2018,2,"How a small-town French psychic became the face -- and, her family says, a victim -- of a $200 million scam… https://t.co/B73KZbED0O",CNN
-0.7906,0.0,0.708,0.292,Sun Jul 29 03:49:26 +0000 2018,1,"At least three people are dead and seven injured after a shooting in New Orleans, city police spokesman says https://t.co/w8yKRL7Ui5",CNN
0.0,0.0,1.0,0.0,Sat Jul 28 02:47:03 +0000 2018,100,The Trump administration will soon unveil its plan to undo the Obama-era climate change rule on auto pollution. But… https://t.co/YRSJe098xT,New York Times
-0.7269,0.0,0.766,0.234,Sat Jul 28 02:47:10 +0000 2018,99,It's called dark money for a reason: It's hard to trace. But millions of it were spent to kill the Affordable Care… https://t.co/P5Euv9VjnM,New York Times
-0.7269,0.0,0.766,0.234,Sat Jul 28 03:32:04 +0000 2018,98,"In the midst of an affordable housing crisis, Ben Carson has privately told aides that he views the shortage as reg… https://t.co/v6LdsrKgPx",New York Times
0.0,0.0,1.0,0.0,Sat Jul 28 03:40:23 +0000 2018,97,The Fix: Landscaping for the Not-So-Green Thumb https://t.co/IjBRx1VYcZ,New York Times
0.3182,0.161,0.839,0.0,Sat Jul 28 03:58:06 +0000 2018,96,Not sure what to do in NYC this weekend? We’ve got you. https://t.co/EGig8KW6yh,New York Times
-0.8689,0.0,0.532,0.468,Sat Jul 28 04:26:40 +0000 2018,95,Five Are Dead in Killings Tied to Texas Nursing Home Shooting https://t.co/DRGiVB1PZL,New York Times
0.0,0.0,1.0,0.0,Sat Jul 28 04:44:39 +0000 2018,94,"For many women, particularly those involved in cycling, the ""podium girls"" routine at the Tour de France seems out… https://t.co/jggVkNdkLQ",New York Times
0.128,0.118,0.786,0.096,Sat Jul 28 05:02:24 +0000 2018,93,Trump has long wielded Twitter as a weapon. Now the special counsel is investigating his tweets as part of a broad… https://t.co/1gO09Tc5Pu,New York Times
-0.4895,0.0,0.742,0.258,Sat Jul 28 05:50:28 +0000 2018,92,Paleontologists once thought these dinosaurs did not reach East Asia. They were wrong. https://t.co/FlwWeCE0Pa,New York Times
0.8617,0.517,0.483,0.0,Sat Jul 28 06:08:10 +0000 2018,91,How one great song can totally transform a love scene https://t.co/c5kQ6I6Qrj,New York Times
-0.5994,0.102,0.618,0.28,Sat Jul 28 06:26:13 +0000 2018,90,"Over four years, thousands of victims in the United States lost ""hundreds of millions"" of dollars to a fake IRS pho… https://t.co/9OzFzblhUx",New York Times
0.3818,0.167,0.833,0.0,Sat Jul 28 06:44:09 +0000 2018,89,"""The approaches by Truman and Trump are representative of a larger truth: If you want to know what a president beli… https://t.co/PoEWV0mqiI",New York Times
-0.6249,0.083,0.573,0.344,Sat Jul 28 06:46:49 +0000 2018,88,Woman Gets Five-Year Prison Sentence on Charges of Abducting Her Children https://t.co/xxFeQ2VrA2,New York Times
0.0,0.0,1.0,0.0,Sat Jul 28 07:05:23 +0000 2018,87,The $3 billion plan to turn Hoover Dam into a giant battery https://t.co/1xTlBJY2eA,New York Times
-0.296,0.0,0.905,0.095,Sat Jul 28 07:50:09 +0000 2018,86,New Zealand accused Australia this week of copying its national flag. Take the quiz and see if you can identify the… https://t.co/Kve5So31ix,New York Times
-0.1779,0.081,0.807,0.112,Sat Jul 28 08:08:46 +0000 2018,85,"A soccer ball hit his head. He thought he was fine. Then thinking, talking, reading and writing became difficult. D… https://t.co/J1pWcta3F3",New York Times
0.0,0.0,1.0,0.0,Sat Jul 28 08:27:36 +0000 2018,84,How did Dr. Seuss come up with the Lorax? https://t.co/BEX2JAnf0b,New York Times
0.0,0.0,1.0,0.0,Sat Jul 28 08:46:00 +0000 2018,83,"She was Salvador Dalí's wife, muse, model and publicist. But as a new exhibition in Barcelona shows, there was so m… https://t.co/MNEGzPChMO",New York Times
0.3804,0.224,0.776,0.0,Sat Jul 28 08:50:07 +0000 2018,82,Phys Ed: Exercise Makes the Aging Heart More Youthful https://t.co/q2UnB04RwK,New York Times
0.5106,0.248,0.752,0.0,Sat Jul 28 09:02:03 +0000 2018,81,Roast a chicken and you know you have a comfortable meal https://t.co/Z0hCdRubib https://t.co/oRXWzpZIq9,New York Times
0.3612,0.2,0.8,0.0,Sat Jul 28 09:20:16 +0000 2018,80,You should never skip the opening credits. @poniewozik explains why.  https://t.co/8EQcKoG2oV,New York Times
-0.7783,0.051,0.669,0.28,Sat Jul 28 09:39:13 +0000 2018,79,"If you want a dashboard for evidence of economic damage from the trade war, here’s what should be on it https://t.co/yKFBnkZ2C5",New York Times
-0.4404,0.0,0.805,0.195,Sat Jul 28 10:01:57 +0000 2018,78,Act of Defiance Casts Harsh Light on Europe’s Deportations of Asylum Seekers https://t.co/TeaqgRJNXt,New York Times
0.0,0.0,1.0,0.0,Sat Jul 28 10:03:02 +0000 2018,77,The EU has decided that gene-edited crops have to be as tightly regulated as GMO foods. We explain the difference. https://t.co/bOiVz53Pqa,New York Times
-0.25,0.0,0.833,0.167,Sat Jul 28 10:19:12 +0000 2018,76,"‘What Does a Trucker Look Like?’ It’s Changing, Amid a Big Shortage https://t.co/bZHMi2D6VG",New York Times
